row_index,bid,uid,old_section,new_section,reason,text_excerpt
153,CA_201720180AB2281,47,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Witness/technical response is embedded in legislator Q&A; do not intersperse EXPERT_TESTIMONY with legislator discussion.,yes i just want to go ahead as to like to aborh typing yes you put the sample on the machine but sometimes the machine tells you question mark i don t know what this is so it s of judgement of the cls to determine yes this is negative no this is not negative i
155,CA_201720180AB2281,49,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Witness/technical response is embedded in legislator Q&A; do not intersperse EXPERT_TESTIMONY with legislator discussion.,one clarification so blood banking in cli is one of the unusual disciplines and the fda has looked at the automated analyzers and if you look on the fda website it says moderately complex it has a little asterisk the asterisk was put there in 1992 and says if 
170,CA_201720180AB2281,64,LEGISLATOR_DISCUSSION,OTHER,"Post-vote transition to another file item, not current bill discussion.",4 to 1 that bill fails and without objection reconsideration is granted on item number 10 we ll now move to item number 11 ab 2799
172,CA_201720180AB2447,1,LEGISLATOR_DISCUSSION,EXPERT_TESTIMONY,"Chair introduces the two invited witnesses; this belongs to the expert-testimony setup, not legislator discussion.",thank you assemblywoman reyes you have two witnesses two minutes each who would like to go first
177,CA_201720180AB2447,6,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,eddie moreno on behalf of sierra club california in support
179,CA_201720180AB2447,8,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,justin malan for the natural resources defense council in support
181,CA_201720180AB2447,10,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,matthew baker planning and conservation league again we have not taken an official position on this bill but we have been in close contact with the proponents to discuss potential technical amendments but we do strongly support the intent of this bill we hope 
182,CA_201720180AB2447,11,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,my name is francisco mendes i live in fresno california and i come here to support this bill because my community is already have so many industries who pollute our neighborhoods all over california and i like to get to know about if any other ahead of time is
184,CA_201720180AB2447,13,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,hi my name is anabel marcus and i come to the kern county ciudad de shafter city of shafter and i talked to my community because
185,CA_201720180AB2447,14,LEGISLATOR_DISCUSSION,PUBLIC_COMMENTS,Procedural prompting during the public-comment stream; keep with PUBLIC_COMMENTS rather than legislator discussion.,ma am it s just at this point it s name organization and whether or not you support or oppose the bill
186,CA_201720180AB2447,15,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,okay i support the
187,CA_201720180AB2447,16,LEGISLATOR_DISCUSSION,PUBLIC_COMMENTS,Procedural prompting during the public-comment stream; keep with PUBLIC_COMMENTS rather than legislator discussion.,sorry you re in support though right
188,CA_201720180AB2447,17,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,yes thank you so much
190,CA_201720180AB2447,19,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,my name is esperanza castelan i m here to represent crpe i m from shafter and i support this bill thank you
192,CA_201720180AB2447,21,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,mi nombre es felipa trujillo y yo vengo de la comunidad de shafter y si me estoy muy de acuerdo que es de la comunidad entereda de la proposicion apoyan a la proposicion 2447 gracias
196,CA_201720180AB2447,25,LEGISLATOR_DISCUSSION,PUBLIC_COMMENTS,Procedural prompting during the public-comment stream; keep with PUBLIC_COMMENTS rather than legislator discussion.,gracias
197,CA_201720180AB2447,26,LEGISLATOR_DISCUSSION,PUBLIC_COMMENTS,Procedural prompting during the public-comment stream; keep with PUBLIC_COMMENTS rather than legislator discussion.,name and organization only please
198,CA_201720180AB2447,27,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,buenas tardes mi nombre es estela escoto vengo de la comunidad de alvin y estoy aqui para apoyar a la propuesta 2447 gracias
200,CA_201720180AB2447,29,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,vengo de crpe
202,CA_201720180AB2447,31,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,mi nombre es refugio valencia y yo soy un residente de la comunidad de en bakersfield california el condado de kern yo tambien apoyo a la propuesta 2447 igual que crpe
203,CA_201720180AB2447,32,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,renee williams national housing law project in support
205,CA_201720180AB2447,34,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,adam regele here on behalf of cal chamber we re still in opposition to this bill but i wanted to begin by thanking assemblymember reyes and her staff they ve come to the table and worked with us diligently this bill is certainly moving in the right direction w
207,CA_201720180AB2447,36,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,good afternoon mr chair ms vice chair and members cassie gilson on behalf of the california building industry association i too want to thank the author and her staff for their early outreach and very thorough engagement we re working with them on amendments c
209,CA_201720180AB2447,38,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Occurs in the open support/opposition comment stream; label as PUBLIC_COMMENTS rather than EXPERT_TESTIMONY.,this will be even quicker than that i m yeli gavric with the california association of realtors and i wanted to thank assemblymember reyes for taking into consideration our concerns and removing the provision that would have created housing as perhaps a subjec
223,CA_201720180AB2447,52,VOTE,LEGISLATOR_DISCUSSION,Motion/commentary precedes the author close and additional committee discussion; voting has not begun.,thank you assemblyman brough anyone else quiet on that side of the house okay so do we have a motion and a second yet okay we have a motion and a second i have some comments and then mr chairman do you want to close it out so i think
224,CA_201720180AB2447,53,LEGISLATOR_DISCUSSION,CLOSING_REMARKS,Author/chair closing exchange before roll call.,she closes first
225,CA_201720180AB2447,54,LEGISLATOR_DISCUSSION,CLOSING_REMARKS,Author/chair closing exchange before roll call.,well i meant with your closing it up here i want to commend you on taking the steps necessary to remove some of the opposition i think that is a testament to your sticking to your word it appears that the housing side is happy that they re no longer in the but
226,CA_201720180AB2447,55,LEGISLATOR_DISCUSSION,CLOSING_REMARKS,Author/chair closing exchange before roll call.,well i sure appreciate the opportunity and i did say we would take out the discrimination and we took care of that and it s no longer on the job killer list as a result of that
227,CA_201720180AB2447,56,LEGISLATOR_DISCUSSION,CLOSING_REMARKS,Author/chair closing exchange before roll call.,i told you housing was not included we took that out and we re no longer on the housing killer list this is a really important bill for communities suffer the most because they suffer disproportionately because of where they are because of their place their zi
228,CA_201720180AB2447,57,LEGISLATOR_DISCUSSION,CLOSING_REMARKS,Author/chair closing exchange before roll call.,and it s those communities that should have notice they should have that opportunity it shouldn t be that they opt in and they say please send us notice then they will be given further notice they should receive the letter saying we want your input and this is
242,CA_201720180AB2540,3,LEGISLATOR_DISCUSSION,INTRO,"Brief go-ahead before the bill presentation, not legislator discussion.",yeah go for it
244,CA_201720180AB2540,5,LEGISLATOR_DISCUSSION,EXPERT_TESTIMONY,Chair introduces named witness before testimony; part of expert-testimony setup.,great thank you welcome mr ronco
263,CA_201720180AB2601,1,LEGISLATOR_DISCUSSION,EXPERT_TESTIMONY,Chair introduces the two-witness testimony block.,you may proceed two witnesses two minutes unless you d like to split the time up
281,CA_201720180AB2601,19,LEGISLATOR_DISCUSSION,OTHER,"Post-vote transition/banter before the next item, not current bill discussion.",all right there s a new sheriff in town exactly that s right all right mr o donnell please proceed mindful of the very stringent two witnesses two minutes
283,CA_201720180AB2859,1,INTRO,PRESENTATION,Author begins presenting the bill; quorum pause interrupts but does not make this intro.,thank you very much chairman low and members i m pleased to present 2059 which would increase the availability of safe storage devices in pharmacies so as to secure dangerous addictive medications at home and i brought some examples of what we re talking about
286,CA_201720180AB2859,4,OTHER,PRESENTATION,Chair returns floor to author to continue presentation.,thank you so very much for your patience please continue
287,CA_201720180AB2859,5,LEGISLATOR_DISCUSSION,PRESENTATION,Author continues presentation and accepts amendments.,you re welcome let me start off by saying that i m glad to take the committee amendments regarding the sunset date and broadening the definition of safe
288,CA_201720180AB2859,6,EXPERT_TESTIMONY,PRESENTATION,"Motion interjection occurs during presentation setup, not expert testimony.",move the bill
292,CA_201720180AB2859,10,LEGISLATOR_DISCUSSION,PUBLIC_COMMENTS,Chair opens additional support witnesses/name-affiliation portion.,thank you very much any additional witnesses wishing to speak in support name and affiliation if you wish to do so
293,CA_201720180AB2859,11,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Name/affiliation support statements in public-comment stream.,yeah john wenger actually pinch hitting for a couple of people that couldn t be here so i m voicing my support for the california coalition for children s safety and health as well as core medical clinic
294,CA_201720180AB2859,12,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Name/affiliation support statements in public-comment stream.,kim box with gatekeeper innovation in support
295,CA_201720180AB2859,13,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Name/affiliation support statements in public-comment stream.,rand martin on behalf of the aids healthcare foundation in support
297,CA_201720180AB2859,15,PRESENTATION,LEGISLATOR_DISCUSSION,"Committee member question/comment after public comments, not presentation.",thank you i m struggling a little bit with this bill because i want to make sure there s a flexibility there are many other items that we would want secure away from the kids in the household like cleaning products and other points we don t always force a reta
307,CA_201720180AB2859,25,LEGISLATOR_DISCUSSION,CLOSING_REMARKS,Chair closing comment immediately before motion/roll.,thank you very much assemblywoman caballero i appreciate working with you and your office as well on the language to address some of the balancing approaches to it and then also respecting the legislative intent and desire so i appreciate the robust conversati
311,CA_201720180AB2859,29,LEGISLATOR_DISCUSSION,VOTE,Roll held open for absent members; voting administration.,we ll leave the roll open for absent members thank you very much
314,CA_201720180AB3033,0,VOTE,PRESENTATION,Current-bill motion/setup precedes author presentation; not actual vote yet.,thank you i have a motion by assemblymember stone seconded by assemblymember reyes
323,CA_201720180AB3033,9,LEGISLATOR_DISCUSSION,OTHER,Post-vote transition to a different bill/file item; fallback OTHER for non-current-bill content.,yes actually can we start with 2326 please i have two bills can we start with 2326 please
324,CA_201720180AB3033,10,LEGISLATOR_DISCUSSION,OTHER,Post-vote transition to a different bill/file item; fallback OTHER for non-current-bill content.,yeah go ahead the first one 2183
325,CA_201720180AB3033,11,LEGISLATOR_DISCUSSION,OTHER,Post-vote transition to a different bill/file item; fallback OTHER for non-current-bill content.,my witnesses are here for 2326
327,CA_201720180AB3033,13,LEGISLATOR_DISCUSSION,OTHER,Post-vote transition to a different bill/file item; fallback OTHER for non-current-bill content.,yes thank you thank you good afternoon members today i m presenting ab 2326 which allows parents or
338,CA_201720180AB546,5,LEGISLATOR_DISCUSSION,PUBLIC_COMMENTS,Chair opens additional support comments after expert testimony.,thank you very much is there anyone else in support of the bill welcome
339,CA_201720180AB546,6,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Additional support statement after public comments opened.,hello my name is noemi gallardo i m with sunrun we re the largest dedicated home solar installer in the us we have 4 000 employees nationwide 2 000 of those in california and we re currently rolling out storage so we strongly urge support on this bill thank yo
340,CA_201720180AB546,7,VOTE,LEGISLATOR_DISCUSSION,Procedural motion/questioning before later committee comments; voting has not begun.,thank you very much anyone else seeing none are there anyone in opposition seeing none we will take a motion once we get a quorum and we ll vote on that point excuse me are there any questions from the committee i am so sorry
341,CA_201720180AB546,8,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,"Committee/support discussion after public comments, not expert testimony.",thank you madam chair i m supportive of any tool that we can use to streamline the permitting process especially in local government make it easier for the government itself and the citizens and the businesses in san diego county where i m from we have created
345,CA_201720180AB546,12,LEGISLATOR_DISCUSSION,OTHER,Transition to another bill after this item.,thank you so now we will take up ab 73 item one when you re ready
351,CA_201720180SB1113,5,LEGISLATOR_DISCUSSION,PUBLIC_COMMENTS,Chair opens additional support comments after expert testimony.,anyone else in support
352,CA_201720180SB1113,6,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Name/affiliation support statements in public-comment stream.,good afternoon angelica gonzalez with kaiser permanente in support
353,CA_201720180SB1113,7,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Name/affiliation support statements in public-comment stream.,amy durbin with the california medical association also in support
364,CA_201720180SB36,5,LEGISLATOR_DISCUSSION,EXPERT_TESTIMONY,Microphone prompt occurs within the same witness testimony block.,could you get close to the microphone to make sure that you re on the record
366,CA_201720180SB36,7,OTHER,PUBLIC_COMMENTS,Chair opens additional support comments.,thank you thank you anyone else in support
367,CA_201720180SB36,8,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Additional support-position statement after public comments opened.,mr chair and members ed howard senior counsel at the center for public interest law at the university of san diego school of law with the amendments proposed in the analysis we would be pleased to go to full support not just support if amended and simply with 
368,CA_201720180SB36,9,LEGISLATOR_DISCUSSION,PUBLIC_COMMENTS,Chair closes support/open opposition portion; public-comment transition.,thank you anyone else in support all right seeing none is there opposition
371,CA_201720180SB695,2,VOTE,EXPERT_TESTIMONY,"Motion plus invitation to witness occurs before the witness testimony, not vote.",there s been a motion by assembly member gipson a second by assembly member medina please feel free to present whenever you re ready
377,CA_201720180SB695,8,LEGISLATOR_DISCUSSION,VOTE,Vote count/roll-left-open administration.,that bill has eight votes and we ll leave the roll open for absent members
379,CA_201720180SB695,10,LEGISLATOR_DISCUSSION,OTHER,"Post-vote transition to another senator/item, not current bill discussion.",thank you very much senator lara now back to senator hill and senator hill what is your pleasure on
380,CA_201720180SB695,11,LEGISLATOR_DISCUSSION,OTHER,"Post-vote transition to another senator/item, not current bill discussion.",whatever your pleasure is mr chair
381,CA_201720180SCA22,0,INTRO,PRESENTATION,Item setup/author presentation and related banter before witnesses; required before discussion/comments.,we re moving to item number 20 which is a constitutional amendment 22 senator allen this is in regards to school districts and parcel taxes we welcome the good senator the chair of education to the committee the floor is yours sir
382,CA_201720180SCA22,1,INTRO,PRESENTATION,Item setup/author presentation and related banter before witnesses; required before discussion/comments.,members many of you know that i came to this position having served for two terms on school board in my hometown of santa monica and i was elected in 2008 and literally i think that i was on the ballot for the november election and in october the stock market 
383,CA_201720180SCA22,2,INTRO,PRESENTATION,Item setup/author presentation and related banter before witnesses; required before discussion/comments.,thank you so much senator and i know that senator moorlach is very excited to vote for the bill today so
384,CA_201720180SCA22,3,INTRO,PRESENTATION,Item setup/author presentation and related banter before witnesses; required before discussion/comments.,moorlach there we go senator moorlach is a strong local control supporter
385,CA_201720180SCA22,4,INTRO,PRESENTATION,Item setup/author presentation and related banter before witnesses; required before discussion/comments.,and i just got the stink eye from senator moorlach right there hey see there we go
386,CA_201720180SCA22,5,LEGISLATOR_DISCUSSION,PRESENTATION,Item setup/author presentation and related banter before witnesses; required before discussion/comments.,do you want me to make the motion
387,CA_201720180SCA22,6,PUBLIC_COMMENTS,EXPERT_TESTIMONY,Initial substantive support witness block before public-comment stream.,why don t we go to those who are in support please if you want to come forward just state your first and last
389,CA_201720180SCA22,8,OTHER,EXPERT_TESTIMONY,Initial substantive support witness block before public-comment stream.,thank you so much sir welcome back
391,CA_201720180SCA22,10,OTHER,EXPERT_TESTIMONY,Initial substantive support witness block before public-comment stream.,thank you very much good morning
400,CA_201720180SCA22,19,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Later support/opposition/tweener statements occur after the public-comment stream has opened.,good morning mr chairman and members dominic dimare here on behalf of the california charter schools association not exactly in support we want to support we kind of consider ourselves tweeners at this point we ve been working with the author to figure out how
402,CA_201720180SCA22,21,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Later support/opposition/tweener statements occur after the public-comment stream has opened.,mr chairman and members thank you david wolfe with the howard jarvis taxpayers association in opposition to sca 22 members let me just start out by saying i think the committee analysis hits it well there is and should be a two thirds threshold there is in the
403,CA_201720180SCA22,22,LEGISLATOR_DISCUSSION,PUBLIC_COMMENTS,Chair transition within public-comment/opposition stream.,thank you so much mr wolfe good morning it s good to see you
404,CA_201720180SCA22,23,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Later support/opposition/tweener statements occur after the public-comment stream has opened.,good morning teresa may representing the california taxpayers association and while we appreciate the intent of the bill we note that this bill would increase housing costs the legislature has made affordable housing a forefront of discussion over the last cou
416,CA_201720180SCA22,35,VOTE,CLOSING_REMARKS,Motion setup before author closing; voting section has not begun.,thank you so much any other questions or comments we also would welcome a motion on the floor hey awkward silence all right thank you so much senator beall this motion is b dopted to senate elections and constitutional amendments senator allen would you like t
417,CA_201720180SCA22,36,LEGISLATOR_DISCUSSION,CLOSING_REMARKS,Author closing remarks before roll call.,i appreciate the thoughtful discussion of everyone involved and really do look forward to working with everyone as this moves along and i also just want to thank those who spoke out both in opposition and the tweeners in support i think there s a path here and
424,CA_20172018BUD2740,1,EXPERT_TESTIMONY,INTRO,Greeting/acknowledgment before the budget issue is introduced.,good to be here
425,CA_20172018BUD2740,2,LEGISLATOR_DISCUSSION,PRESENTATION,Chair introduces budget issue one; serves as presentation boundary.,issue number one
430,CA_20172018BUD2740,7,EXPERT_TESTIMONY,OTHER,Content moves to another budget issue after a vote; treat as outside the current labeled section sequence.,the second item on the agenda today is a follow up to the issue that was heard by this committee back on march 23rd and the concerns raised by the chair and members of the committee at that last hearing relative to the perimeter fencing and we do appreciate th
432,CA_20172018BUD2740,9,EXPERT_TESTIMONY,OTHER,Content moves to another budget issue after a vote; treat as outside the current labeled section sequence.,yeah randy katz of finance we would just note that the governor s proposal that the perimeter fence is even though we do appreciate the negotiations going on that that proposal would still be the most cost effective way to defer threats to the employees and st
433,CA_20172018BUD2740,10,LEGISLATOR_DISCUSSION,OTHER,Content moves to another budget issue after a vote; treat as outside the current labeled section sequence.,yeah if this is an oversight hearing on the department of prisons i would be more inclined to do that i ve said it publicly that our public buildings including the one that we re in right now should be open to the public and we ve got to do a holistic look wit
434,CA_20172018BUD2740,11,VOTE,OTHER,Content moves to another budget issue after a vote; treat as outside the current labeled section sequence.,senator wieckowski aye senator mcguire senator mendoza aye
435,CA_20172018BUD2740,12,LEGISLATOR_DISCUSSION,OTHER,Content moves to another budget issue after a vote; treat as outside the current labeled section sequence.,we ll keep the roll open for the absent members and thank you very much let s bring up the energy commission we have two matters the first issue is the implementation of sb 350
