Unnamed: 0,hid,bid,state,uid,pid,text,prev_text,next_text,context_text,speaker_position,prev_speaker_position,next_speaker_position,is_legislator,is_committee_member,relative_position,word_count,mentions_bills,has_bill_action,has_presentation_cue,has_motion_cue,has_vote_cue,has_disposition_cue,aye_count,no_count,stage_label
10,52054,CA_201720180AB92,CA,10,165448,"We're only extending to 2023, but we serve to 2024 if the voters invite us back, so maybe you can get rid of it at some point, but today we're voting on just the sunset. Anybody else want to speak on this bill? All right, there's been a motion to second, and an aye recommendation. Secretary, please call the roll. You don't want to close, do you, Mr Bonta?","Just a comment, Mr. Bonta, and the supporters of the bill. As a former contractor, there have been many entities that do play around with the retention monies. And it has, it can damage a company's ability to pay their employees, and actually not want to bid public works projects because of this. So this is a protection that we need to make sure that we put in statute, not a sunset, it has to be permanent because its imperative that we actually partner with contractors rather than make adversarial positions going forward. So thank you for bringing the bill forward again.","I do not, thank you Madame.","PREV: Just a comment, Mr. Bonta, and the supporters of the bill. As a former contractor, there have been many entities that do play around with the retention monies. And it has, it can damage a company's ability to pay their employees, and actually not want to bid public works projects because of this. So this is a protection that we need to make sure that we put in statute, not a sunset, it has to be permanent because its imperative that we actually partner with contractors rather than make adversarial positions going forward. So thank you for bringing the bill forward again. CURR: We're only extending to 2023, but we serve to 2024 if the voters invite us back, so maybe you can get rid of it at some point, but today we're voting on just the sunset. Anybody else want to speak on this bill? All right, there's been a motion to second, and an aye recommendation. Secretary, please call the roll. You don't want to close, do you, Mr Bonta? NEXT: I do not, thank you Madame.",SpeakerPositionEnum.CHAIRMAN,SpeakerPositionEnum.LEGISLATOR,SpeakerPositionEnum.LEGISLATOR,1,1,0.5882352941176471,73,0,0,1,1,1,0,1,0,vote
11,52054,CA_201720180AB92,CA,11,85,"I do not, thank you Madame.","We're only extending to 2023, but we serve to 2024 if the voters invite us back, so maybe you can get rid of it at some point, but today we're voting on just the sunset. Anybody else want to speak on this bill? All right, there's been a motion to second, and an aye recommendation. Secretary, please call the roll. You don't want to close, do you, Mr Bonta?","The motion is do pass. Talamantes Eggman? Talamantes Eggman aye. Lackey? Lackey aye. Burke? Burke aye, Flora? Flora aye. Frazier? Frazier aye. Medina? Medina aye. Silva?","PREV: We're only extending to 2023, but we serve to 2024 if the voters invite us back, so maybe you can get rid of it at some point, but today we're voting on just the sunset. Anybody else want to speak on this bill? All right, there's been a motion to second, and an aye recommendation. Secretary, please call the roll. You don't want to close, do you, Mr Bonta? CURR: I do not, thank you Madame. NEXT: The motion is do pass. Talamantes Eggman? Talamantes Eggman aye. Lackey? Lackey aye. Burke? Burke aye, Flora? Flora aye. Frazier? Frazier aye. Medina? Medina aye. Silva?",SpeakerPositionEnum.LEGISLATOR,SpeakerPositionEnum.CHAIRMAN,SpeakerPositionEnum.SECRETARY,1,0,0.6470588235294118,6,0,0,0,0,0,0,0,0,bill_focus_or_presentation
12,52054,CA_201720180AB92,CA,12,2998,"The motion is do pass. Talamantes Eggman? Talamantes Eggman aye. Lackey? Lackey aye. Burke? Burke aye, Flora? Flora aye. Frazier? Frazier aye. Medina? Medina aye. Silva?","I do not, thank you Madame.","... Didn't quite get them, Mr Frazier.","PREV: I do not, thank you Madame. CURR: The motion is do pass. Talamantes Eggman? Talamantes Eggman aye. Lackey? Lackey aye. Burke? Burke aye, Flora? Flora aye. Frazier? Frazier aye. Medina? Medina aye. Silva? NEXT: ... Didn't quite get them, Mr Frazier.",SpeakerPositionEnum.SECRETARY,SpeakerPositionEnum.LEGISLATOR,SpeakerPositionEnum.NONLEGISLATOR,0,0,0.7058823529411765,26,0,0,0,1,1,0,6,0,vote
13,52054,CA_201720180AB92,CA,13,6440,"... Didn't quite get them, Mr Frazier.","The motion is do pass. Talamantes Eggman? Talamantes Eggman aye. Lackey? Lackey aye. Burke? Burke aye, Flora? Flora aye. Frazier? Frazier aye. Medina? Medina aye. Silva?","Quirk-Silva, aye.","PREV: The motion is do pass. Talamantes Eggman? Talamantes Eggman aye. Lackey? Lackey aye. Burke? Burke aye, Flora? Flora aye. Frazier? Frazier aye. Medina? Medina aye. Silva? CURR: ... Didn't quite get them, Mr Frazier. NEXT: Quirk-Silva, aye.",SpeakerPositionEnum.NONLEGISLATOR,SpeakerPositionEnum.SECRETARY,SpeakerPositionEnum.SECRETARY,0,0,0.7647058823529411,7,0,0,0,0,0,0,0,0,public_testimony
14,52054,CA_201720180AB92,CA,14,2998,"Quirk-Silva, aye.","... Didn't quite get them, Mr Frazier.",Don't feel bad Mr Flora.,"PREV: ... Didn't quite get them, Mr Frazier. CURR: Quirk-Silva, aye. NEXT: Don't feel bad Mr Flora.",SpeakerPositionEnum.SECRETARY,SpeakerPositionEnum.NONLEGISLATOR,SpeakerPositionEnum.CHAIRMAN,0,0,0.8235294117647058,3,0,0,0,0,0,0,1,0,pre_bill
15,52054,CA_201720180AB92,CA,15,165448,Don't feel bad Mr Flora.,"Quirk-Silva, aye.","Thank you, Madam Chair colleagues, and staffs.","PREV: Quirk-Silva, aye. CURR: Don't feel bad Mr Flora. NEXT: Thank you, Madam Chair colleagues, and staffs.",SpeakerPositionEnum.CHAIRMAN,SpeakerPositionEnum.SECRETARY,SpeakerPositionEnum.LEGISLATOR,1,1,0.8823529411764706,6,0,0,0,0,0,0,0,0,bill_focus_or_presentation
16,52054,CA_201720180AB92,CA,16,85,"Thank you, Madam Chair colleagues, and staffs.",Don't feel bad Mr Flora.,"That concludes our hearing for today. And that bill is out, 7 to 0.","PREV: Don't feel bad Mr Flora. CURR: Thank you, Madam Chair colleagues, and staffs. NEXT: That concludes our hearing for today. And that bill is out, 7 to 0.",SpeakerPositionEnum.LEGISLATOR,SpeakerPositionEnum.CHAIRMAN,SpeakerPositionEnum.CHAIRMAN,1,0,0.9411764705882352,7,0,0,0,0,0,0,0,0,bill_focus_or_presentation
17,52054,CA_201720180AB92,CA,17,165448,"That concludes our hearing for today. And that bill is out, 7 to 0.","Thank you, Madam Chair colleagues, and staffs.",,"PREV: Thank you, Madam Chair colleagues, and staffs. CURR: That concludes our hearing for today. And that bill is out, 7 to 0. NEXT: ",SpeakerPositionEnum.CHAIRMAN,SpeakerPositionEnum.LEGISLATOR,unknown,1,1,1.0,14,0,0,0,0,0,0,0,0,disposition
18,52054,CA_201720180AB816,CA,0,165448,"Mr. Kiley,  you want to talk to the State about webcasting?",,"I would. Thank you very much, Madam Chair. I'm here to present AB 816. This is a measure that would increase transparency and accountability and accessibility by closing the distance between Californians and their government. So under current law there's no requirement for state agencies, boards or commissions to allow remote access for public meetings via webcast. And this Bill would not require all of them to do so, but it would make a very important start. With every department Board or Commission of the Natural Resources Agency, and every Department Board and office of Cal EPA to live stream their public meetings. And it'll also require them to enable remote access to viewers so that folks who are watching remotely can add commentary and can interact and participate just as if they were there. The bill also requires these agencies to make webcasts available online for no less than three years. I think this is a very important measure for allowing folks who cannot necessarily come to Sacramento for a meeting, but do have an interest in the very important functions that these bodies consider. To be able to participate and to be able to be able to see what's going on. And I think it could provide a good model for continuing to make government functions more accessible to folks throughout our state. So, I respectfully ask for an aye vote, thank you.","PREV:  CURR: Mr. Kiley,  you want to talk to the State about webcasting? NEXT: I would. Thank you very much, Madam Chair. I'm here to present AB 816. This is a measure that would increase transparency and accountability and accessibility by closing the distance between Californians and their government. So under current law there's no requirement for state agencies, boards or commissions to allow remote access for public meetings via webcast. And this Bill would not require all of them to do so, but it would make a very important start. With every department Board or Commission of the Natural Resources Agency, and every Department Board and office of Cal EPA to live stream their public meetings. And it'll also require them to enable remote access to viewers so that folks who are watching remotely can add commentary and can interact and participate just as if they were there. The bill also requires these agencies to make webcasts available online for no less than three years. I think this is a very important measure for allowing folks who cannot necessarily come to Sacramento for a meeting, but do have an interest in the very important functions that these bodies consider. To be able to participate and to be able to be able to see what's going on. And I think it could provide a good model for continuing to make government functions more accessible to folks throughout our state. So, I respectfully ask for an aye vote, thank you.",SpeakerPositionEnum.CHAIRMAN,unknown,SpeakerPositionEnum.LEGISLATOR,1,1,0.0,11,0,0,0,0,0,0,0,0,bill_focus_or_presentation
19,52054,CA_201720180AB816,CA,1,100942,"I would. Thank you very much, Madam Chair. I'm here to present AB 816. This is a measure that would increase transparency and accountability and accessibility by closing the distance between Californians and their government. So under current law there's no requirement for state agencies, boards or commissions to allow remote access for public meetings via webcast. And this Bill would not require all of them to do so, but it would make a very important start. With every department Board or Commission of the Natural Resources Agency, and every Department Board and office of Cal EPA to live stream their public meetings. And it'll also require them to enable remote access to viewers so that folks who are watching remotely can add commentary and can interact and participate just as if they were there. The bill also requires these agencies to make webcasts available online for no less than three years. I think this is a very important measure for allowing folks who cannot necessarily come to Sacramento for a meeting, but do have an interest in the very important functions that these bodies consider. To be able to participate and to be able to be able to see what's going on. And I think it could provide a good model for continuing to make government functions more accessible to folks throughout our state. So, I respectfully ask for an aye vote, thank you.","Mr. Kiley,  you want to talk to the State about webcasting?","Move the bill. Second. Okay, bill has been moved and seconded. Anyone else speaking in support of this bill today?","PREV: Mr. Kiley,  you want to talk to the State about webcasting? CURR: I would. Thank you very much, Madam Chair. I'm here to present AB 816. This is a measure that would increase transparency and accountability and accessibility by closing the distance between Californians and their government. So under current law there's no requirement for state agencies, boards or commissions to allow remote access for public meetings via webcast. And this Bill would not require all of them to do so, but it would make a very important start. With every department Board or Commission of the Natural Resources Agency, and every Department Board and office of Cal EPA to live stream their public meetings. And it'll also require them to enable remote access to viewers so that folks who are watching remotely can add commentary and can interact and participate just as if they were there. The bill also requires these agencies to make webcasts available online for no less than three years. I think this is a very important measure for allowing folks who cannot necessarily come to Sacramento for a meeting, but do have an interest in the very important functions that these bodies consider. To be able to participate and to be able to be able to see what's going on. And I think it could provide a good model for continuing to make government functions more accessible to folks throughout our state. So, I respectfully ask for an aye vote, thank you. NEXT: Move the bill. Second. Okay, bill has been moved and seconded. Anyone else speaking in support of this bill today?",SpeakerPositionEnum.LEGISLATOR,SpeakerPositionEnum.CHAIRMAN,SpeakerPositionEnum.CHAIRMAN,1,0,0.03125,239,1,0,1,0,1,0,1,2,vote
20,52054,CA_201720180AB816,CA,2,165448,"Move the bill. Second. Okay, bill has been moved and seconded. Anyone else speaking in support of this bill today?","I would. Thank you very much, Madam Chair. I'm here to present AB 816. This is a measure that would increase transparency and accountability and accessibility by closing the distance between Californians and their government. So under current law there's no requirement for state agencies, boards or commissions to allow remote access for public meetings via webcast. And this Bill would not require all of them to do so, but it would make a very important start. With every department Board or Commission of the Natural Resources Agency, and every Department Board and office of Cal EPA to live stream their public meetings. And it'll also require them to enable remote access to viewers so that folks who are watching remotely can add commentary and can interact and participate just as if they were there. The bill also requires these agencies to make webcasts available online for no less than three years. I think this is a very important measure for allowing folks who cannot necessarily come to Sacramento for a meeting, but do have an interest in the very important functions that these bodies consider. To be able to participate and to be able to be able to see what's going on. And I think it could provide a good model for continuing to make government functions more accessible to folks throughout our state. So, I respectfully ask for an aye vote, thank you.","Sorry I'm late, I apologize. Valerie Nera for the California Chamber of Commerce, we are in support of this bill. California is such a big state and I have members spread from every border, North, South, East, West, and they can't always get to these meetings when they need the information they'd like to be heard. They have some information to offer. I think it'd be very good for them, and very good for the regulators to hear what people in the farther reaches of the states think. So we actually ask for your aye vote.","PREV: I would. Thank you very much, Madam Chair. I'm here to present AB 816. This is a measure that would increase transparency and accountability and accessibility by closing the distance between Californians and their government. So under current law there's no requirement for state agencies, boards or commissions to allow remote access for public meetings via webcast. And this Bill would not require all of them to do so, but it would make a very important start. With every department Board or Commission of the Natural Resources Agency, and every Department Board and office of Cal EPA to live stream their public meetings. And it'll also require them to enable remote access to viewers so that folks who are watching remotely can add commentary and can interact and participate just as if they were there. The bill also requires these agencies to make webcasts available online for no less than three years. I think this is a very important measure for allowing folks who cannot necessarily come to Sacramento for a meeting, but do have an interest in the very important functions that these bodies consider. To be able to participate and to be able to be able to see what's going on. And I think it could provide a good model for continuing to make government functions more accessible to folks throughout our state. So, I respectfully ask for an aye vote, thank you. CURR: Move the bill. Second. Okay, bill has been moved and seconded. Anyone else speaking in support of this bill today? NEXT: Sorry I'm late, I apologize. Valerie Nera for the California Chamber of Commerce, we are in support of this bill. California is such a big state and I have members spread from every border, North, South, East, West, and they can't always get to these meetings when they need the information they'd like to be heard. They have some information to offer. I think it'd be very good for them, and very good for the regulators to hear what people in the farther reaches of the states think. So we actually ask for your aye vote.",SpeakerPositionEnum.CHAIRMAN,SpeakerPositionEnum.LEGISLATOR,SpeakerPositionEnum.NONLEGISLATOR,1,1,0.0625,20,0,0,1,1,0,0,0,0,motion
